Mod:Item:MetaData, Localized Name
IC2:reactorUraniumDualdepleted, ic2.reactorUraniumDualdepleted.name
IC2:reactorUraniumQuaddepleted, ic2.reactorUraniumQuaddepleted.name
IC2:reactorCoolantSimple, ic2.reactorCoolantSimple.name
IC2:reactorCoolantTriple, ic2.reactorCoolantTriple.name
IC2:reactorCoolantSix, ic2.reactorCoolantSix.name
IC2:reactorPlating, ic2.reactorPlating.name
IC2:reactorPlatingHeat, ic2.reactorPlatingHeat.name
IC2:reactorPlatingExplosive, ic2.reactorPlatingExplosive.name
IC2:reactorHeatSwitch, ic2.reactorHeatSwitch.name
IC2:reactorHeatSwitchCore, ic2.reactorHeatSwitchCore.name
IC2:reactorHeatSwitchSpread, ic2.reactorHeatSwitchSpread.name
IC2:reactorHeatSwitchDiamond, ic2.reactorHeatSwitchDiamond.name
IC2:reactorVent, ic2.reactorVent.name
IC2:reactorVentCore, ic2.reactorVentCore.name
IC2:reactorVentGold, ic2.reactorVentGold.name
IC2:reactorVentSpread, ic2.reactorVentSpread.name
IC2:reactorVentDiamond, ic2.reactorVentDiamond.name
IC2:reactorReflector, ic2.reactorReflector.name
IC2:reactorReflectorThick, ic2.reactorReflectorThick.name
IC2:reactorCondensator, ic2.reactorCondensator.name
IC2:reactorCondensatorLap, ic2.reactorCondensatorLap.name
IC2:itemTFBP, ic2.itemTFBP.name
IC2:itemTFBPCultivation, ic2.itemTFBPCultivation.name
IC2:itemTFBPIrrigation, ic2.itemTFBPIrrigation.name
IC2:itemTFBPChilling, ic2.itemTFBPChilling.name
IC2:itemTFBPDesertification, ic2.itemTFBPDesertification.name
IC2:itemTFBPFlatification, ic2.itemTFBPFlatification.name
IC2:itemTFBPMushroom, ic2.itemTFBPMushroom.name
IC2:itemPartCoalBall, ic2.itemPartCoalBall.name
IC2:itemPartCoalBlock, ic2.itemPartCoalBlock.name
IC2:itemPartCoalChunk, ic2.itemPartCoalChunk.name
IC2:itemPartIndustrialDiamond, ic2.itemPartIndustrialDiamond.name
IC2:itemSlag, ic2.itemSlag.name
IC2:itemScrap, ic2.itemScrap.name
IC2:itemScrapbox, ic2.itemScrapbox.name
IC2:itemFuelPlantBall, ic2.itemFuelPlantBall.name
IC2:itemBiochaff, ic2.itemBiochaff.name
IC2:itemToolPainter, ic2.itemToolPainter.name
IC2:itemToolPainterBlack, ic2.itemToolPainterBlack.name
IC2:itemToolPainterRed, ic2.itemToolPainterRed.name
IC2:itemToolPainterGreen, ic2.itemToolPainterGreen.name
IC2:itemToolPainterBrown, ic2.itemToolPainterBrown.name
IC2:itemToolPainterBlue, ic2.itemToolPainterBlue.name
IC2:itemToolPainterPurple, ic2.itemToolPainterPurple.name
IC2:itemToolPainterCyan, ic2.itemToolPainterCyan.name
IC2:itemToolPainterLightGrey, ic2.itemToolPainterLightGrey.name
IC2:itemToolPainterDarkGrey, ic2.itemToolPainterDarkGrey.name
IC2:itemToolPainterPink, ic2.itemToolPainterPink.name
IC2:itemToolPainterLime, ic2.itemToolPainterLime.name
IC2:itemToolPainterYellow, ic2.itemToolPainterYellow.name
IC2:itemToolPainterCloud, ic2.itemToolPainterCloud.name
IC2:itemToolPainterMagenta, ic2.itemToolPainterMagenta.name
IC2:itemToolPainterOrange, ic2.itemToolPainterOrange.name
IC2:itemToolPainterWhite, ic2.itemToolPainterWhite.name
IC2:itemDynamite, ic2.itemDynamite.name
IC2:itemDynamiteSticky, ic2.itemDynamiteSticky.name
IC2:itemRemote, ic2.itemRemote.name
IC2:upgradeModule:0, ic2.overclockerUpgrade
IC2:upgradeModule:1, ic2.transformerUpgrade
IC2:upgradeModule:2, ic2.energyStorageUpgrade
IC2:upgradeModule:3, ic2.ejectorUpgrade
IC2:upgradeModule:4, ic2.fluidEjectorUpgrade
IC2:upgradeModule:5, ic2.redstoneinvUpgrade
IC2:upgradeModule:6, ic2.pullingUpgrade
IC2:itemCoin, ic2.itemCoin.name
IC2:itemDoorAlloy, ic2.itemDoorAlloy.name
IC2:itemPartCFPowder, ic2.itemPartCFPowder.name
IC2:itemGrinPowder, ic2.itemGrinPowder.name
IC2:itemDebug, ic2.itemDebug.name
IC2:itemBoat:0, ic2.boatCarbon
IC2:itemBoat:1, ic2.boatRubber
IC2:itemBoat:2, ic2.boatRubberBroken
IC2:itemBoat:3, ic2.boatElectric
IC2:itemWeedingTrowel, ic2.itemWeedingTrowel.name
IC2:itemWeed, ic2.itemWeed.name
IC2:itemCropSeed, ic2.itemCropSeed.name
IC2:itemCropnalyzer, ic2.itemCropnalyzer.name
IC2:itemFertilizer, ic2.itemFertilizer.name
IC2:itemCellHydrant, ic2.itemCellHydrant.name
IC2:itemToolHoe, ic2.itemToolHoe.name
IC2:itemTerraWart, ic2.itemTerraWart.name
IC2:itemWeedEx, ic2.itemWeedEx.name
IC2:itemMugEmpty, ic2.itemMugEmpty.name
IC2:itemCofeeBeans, ic2.itemCofeeBeans.name
IC2:itemCofeePowder, ic2.itemCofeePowder.name
IC2:itemMugCoffee:0, ic2.itemMugCoffee_0
IC2:itemMugCoffee:1, ic2.itemMugCoffee_1
IC2:itemMugCoffee:2, ic2.itemMugCoffee_2
IC2:itemHops, ic2.itemHops.name
IC2:itemBarrel, ic2.itemBarrel.name
IC2:itemMugBooze, ic2.itemMugBooze.name
IC2:itemwoodrotor, ic2.itemwoodrotor.name
IC2:itemironrotor, ic2.itemironrotor.name
IC2:itemsteelrotor, ic2.itemsteelrotor.name
IC2:itemwcarbonrotor, ic2.itemwcarbonrotor.name
IC2:itemSteamTurbine, ic2.itemSteamTurbine.name
IC2:itemSteamTurbineBlade, ic2.itemSteamTurbineBlade.name
IC2:itemIronBlockCuttingBlade, ic2.itemIronBlockCuttingBlade.name
IC2:itemAdvIronBlockCuttingBlade, ic2.itemAdvIronBlockCuttingBlade.name
IC2:itemDiamondBlockCuttingBlade, ic2.itemDiamondBlockCuttingBlade.name
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
Natura:natura.spawnegg:0, Spawn Imp
Natura:natura.spawnegg:1, Spawn Heatscar Spider
Natura:natura.spawnegg:2, Spawn Nitro Creeper
Natura:natura.spawnegg:3, Spawn Baby Heatscar Spider
Natura:barleyFood:0, Barley
Natura:barleyFood:1, Barley Flour
Natura:barleyFood:2, Wheat Flour
Natura:barleyFood:3, Cotton
Natura:barleyFood:4, Sulfur
Natura:barleyFood:5, Ghostwood Fletching
Natura:barleyFood:6, Imp Leather
Natura:barleyFood:7, Flamestring
Natura:barleyFood:8, Blue Dye
Natura:barley.seed:0, Barley Seeds
Natura:barley.seed:1, Cotton Seeds
Natura:waterdrop, Cactus Juice
Natura:wheatBag, Wheat Seed Bag
Natura:barleyBag, Barley Seed Bag
Natura:potatoBag, Potato Bag
Natura:carrotBag, Carrot Bag
Natura:wartBag, Nether Wart Bag
Natura:cottonBag, Cotton Seed Bag
Natura:boneBag, Bonemeal Bag
Natura:berry.nether:0, Blightberry
Natura:berry.nether:1, Duskberry
Natura:berry.nether:2, Skyberry
Natura:berry.nether:3, Stingberry
Natura:berry:0, Raspberry
Natura:berry:1, Blueberry
Natura:berry:2, Blackberry
Natura:berry:3, Maloberry
Natura:berryMedley:0, Berry Medley
Natura:saguaro.fruit, Saguaro Fruit
Natura:redwoodDoorItem:0, Redwood Door
Natura:redwoodDoorItem:1, Eucalyptus Door
Natura:redwoodDoorItem:2, Hopseed Door
Natura:redwoodDoorItem:3, Sakura Door
Natura:redwoodDoorItem:4, Ghostwood Door
Natura:redwoodDoorItem:5, Bloodwood Door
Natura:redwoodDoorItem:6, Redwood Bark Door
Natura:Natura.netherfood:0, Potash Apple
Natura:natura.stick:0, Stick
Natura:natura.stick:1, Stick
Natura:natura.stick:2, Stick
Natura:natura.stick:3, Stick
Natura:natura.stick:4, Stick
Natura:natura.stick:5, Stick
Natura:natura.stick:6, Stick
Natura:natura.stick:7, Stick
Natura:natura.stick:8, Stick
Natura:natura.stick:9, Stick
Natura:natura.stick:10, Stick
Natura:natura.stick:11, Stick
Natura:natura.stick:12, Stick
Natura:natura.sword.ghostwood, Ghostwood Sword
Natura:natura.pickaxe.ghostwood, Ghostwood Pickaxe
Natura:natura.shovel.ghostwood, Ghostwood Shovel
Natura:natura.axe.ghostwood, Ghostwood Hatchet
Natura:natura.sword.bloodwood, Bloodwood Sword
Natura:natura.pickaxe.bloodwood, Bloodwood Pickaxe
Natura:natura.shovel.bloodwood, Bloodwood Shovel
Natura:natura.axe.bloodwood, Bloodwood Hatchet
Natura:natura.sword.darkwood, Darkwood Sword
Natura:natura.pickaxe.darkwood, Darkwood Pickaxe
Natura:natura.shovel.darkwood, Darkwood Shovel
Natura:natura.axe.darkwood, Darkwood Hatchet
Natura:natura.sword.fusewood, Fusewood Sword
Natura:natura.pickaxe.fusewood, Fusewood Pickaxe
Natura:natura.shovel.fusewood, Fusewood Shovel
Natura:natura.axe.fusewood, Fusewood Hatchet
Natura:natura.sword.netherquartz, Quartz Sword
Natura:natura.pickaxe.netherquartz, Quartz Pickaxe
Natura:natura.shovel.netherquartz, Quartz Shovel
Natura:natura.axe.netherquartz, Quartz Hatchet
Natura:natura.kama.netherquartz, Quartz Kama
Natura:natura.kama.ghostwood, Ghostwood Kama
Natura:natura.kama.bloodwood, Bloodwood Kama
Natura:natura.kama.darkwood, Darkwood Kama
Natura:natura.kama.fusewood, Fusewood Kama
Natura:natura.bow.ghostwood, Ghostwood Bow
Natura:natura.bow.bloodwood, Bloodwood Bow
Natura:natura.bow.darkwood, Darkwood Bow
Natura:natura.bow.fusewood, Fusewood Bow
Natura:natura.armor.imphelmet, Impskin Helmet
Natura:natura.armor.impjerkin, Impskin Jerkin
Natura:natura.armor.impleggings, Impskin Leggings
Natura:natura.armor.impboots, Impskin Boots
Natura:natura.flintandblaze, Flint and Blaze
Natura:impmeat:0, Raw Imphide
Natura:impmeat:1, Cooked Imphide
Natura:natura.emptybowl, item.natura.emptybowl.name
Natura:natura.stewbowl, item.natura.stewbowl.name
BiomesOPlenty:food:0, Berry
BiomesOPlenty:food:1, Shroom Powder
BiomesOPlenty:food:2, Wild Carrots
BiomesOPlenty:food:3, Peach
BiomesOPlenty:food:4, Fruit Salad
BiomesOPlenty:food:5, Veggie Salad
BiomesOPlenty:food:6, Shroom Salad
BiomesOPlenty:food:8, Persimmon
BiomesOPlenty:food:9, Filled Honeycomb
BiomesOPlenty:food:10, Ambrosia
BiomesOPlenty:food:11, Turnip
BiomesOPlenty:food:12, Pear
BiomesOPlenty:food:13, Bowl of Rice
BiomesOPlenty:turnipSeeds, Turnip Seeds
BiomesOPlenty:misc:0, Mud Brick
BiomesOPlenty:misc:1, Pile of Ashes
BiomesOPlenty:misc:2, Empty Honeycomb
BiomesOPlenty:misc:3, Chunk of Flesh
BiomesOPlenty:misc:4, Celestial Crystal Shard
BiomesOPlenty:misc:5, Blue Dye
BiomesOPlenty:misc:6, Brown Dye
BiomesOPlenty:misc:7, Green Dye
BiomesOPlenty:misc:8, White Dye
BiomesOPlenty:misc:9, Black Dye
BiomesOPlenty:misc:10, Ghastly Soul
BiomesOPlenty:misc:11, Pixie Dust
BiomesOPlenty:misc:12, Ichor
BiomesOPlenty:misc:13, Pinecone
BiomesOPlenty:gems:0, Ender Amethyst
BiomesOPlenty:gems:1, Ruby
BiomesOPlenty:gems:2, Peridot
BiomesOPlenty:gems:3, Topaz
BiomesOPlenty:gems:4, Tanzanite
BiomesOPlenty:gems:5, Malachite
BiomesOPlenty:gems:6, Sapphire
BiomesOPlenty:gems:7, Amber
BiomesOPlenty:mudball, Mud Ball
BiomesOPlenty:jarEmpty, Empty Jar
BiomesOPlenty:jarFilled:0, Honey Jar
BiomesOPlenty:jarFilled:1, Poison Extract Jar
BiomesOPlenty:jarFilled:2, Pixie Jar
BiomesOPlenty:dartBlower, Dart Blower
BiomesOPlenty:dart:0, Dart
BiomesOPlenty:dart:1, Poison Dart
BiomesOPlenty:ancientStaff:0, Ancient Staff
BiomesOPlenty:ancientStaff:1, Ancient Staff Handle
BiomesOPlenty:ancientStaff:2, Ancient Staff Pole
BiomesOPlenty:ancientStaff:3, Ancient Staff Topper
BiomesOPlenty:ancientStaff:4, Depleted Ancient Staff
BiomesOPlenty:enderporter, Enderporter
BiomesOPlenty:bopBucket, item.bopBucket.name
BiomesOPlenty:record_wanderer, Music Disc
BiomesOPlenty:record_corruption, Music Disc
BiomesOPlenty:biomeFinder, Biome Radar
BiomesOPlenty:biomeEssence, Biome Essence
BiomesOPlenty:swordMud, Muddy Sword
BiomesOPlenty:shovelMud, Muddy Shovel
BiomesOPlenty:pickaxeMud, Muddy Pickaxe
BiomesOPlenty:axeMud, Muddy Axe
BiomesOPlenty:hoeMud, Muddy Hoe
BiomesOPlenty:swordAmethyst, Amethyst Sword
BiomesOPlenty:shovelAmethyst, Amethyst Shovel
BiomesOPlenty:pickaxeAmethyst, Amethyst Pickaxe
BiomesOPlenty:axeAmethyst, Amethyst Axe
BiomesOPlenty:hoeAmethyst, Amethyst Hoe
BiomesOPlenty:scytheWood, Wooden Scythe
BiomesOPlenty:scytheStone, Stone Scythe
BiomesOPlenty:scytheIron, Iron Scythe
BiomesOPlenty:scytheGold, Golden Scythe
BiomesOPlenty:scytheDiamond, Diamond Scythe
BiomesOPlenty:scytheMud, Mud Scythe
BiomesOPlenty:scytheAmethyst, Amethyst Scythe
BiomesOPlenty:helmetMud, Muddy Helmet
BiomesOPlenty:chestplateMud, Muddy Chestplate
BiomesOPlenty:leggingsMud, Muddy Leggings
BiomesOPlenty:bootsMud, Muddy Boots
BiomesOPlenty:helmetAmethyst, Amethyst Helmet
BiomesOPlenty:chestplateAmethyst, Amethyst Chestplate
BiomesOPlenty:leggingsAmethyst, Amethyst Leggings
BiomesOPlenty:bootsAmethyst, Amethyst Boots
BiomesOPlenty:flowerBand:0, Dull Flower Band
BiomesOPlenty:flowerBand:1, Plain Flower Band
BiomesOPlenty:flowerBand:2, Lush Flower Band
BiomesOPlenty:flowerBand:3, Exotic Flower Band
BiomesOPlenty:flippers, Flippers
BiomesOPlenty:wadingBoots, Wading Boots
HardcoreEnderExpansion:silverfish_blood, Silverfish Blood
HardcoreEnderExpansion:exp_bottle_consistent, Bottle o' Enchanting
HardcoreEnderExpansion:altar_nexus, Altar Nexus
HardcoreEnderExpansion:fire_shard, Infernium
HardcoreEnderExpansion:item_special_effects, item.itemNumber.name
HardcoreEnderExpansion:essence:0, Dragon Essence
HardcoreEnderExpansion:essence:1, Fiery Essence
HardcoreEnderExpansion:essence:2, Spectral Essence
HardcoreEnderExpansion:energy_wand, Energy Wand
HardcoreEnderExpansion:music_disk:0, Music Disc
HardcoreEnderExpansion:music_disk:1, Music Disc
HardcoreEnderExpansion:music_disk:2, Music Disc
HardcoreEnderExpansion:music_disk:3, Music Disc
HardcoreEnderExpansion:music_disk:4, Music Disc
HardcoreEnderExpansion:music_disk:5, Music Disc
HardcoreEnderExpansion:music_disk:6, Music Disc
HardcoreEnderExpansion:music_disk:7, Music Disc
HardcoreEnderExpansion:music_disk:8, Music Disc
HardcoreEnderExpansion:music_disk:9, Music Disc
HardcoreEnderExpansion:rune:0, Rune of Power
HardcoreEnderExpansion:rune:1, Rune of Agility
HardcoreEnderExpansion:rune:2, Rune of Vigor
HardcoreEnderExpansion:rune:3, Rune of Defense
HardcoreEnderExpansion:rune:4, Rune of Magic
HardcoreEnderExpansion:rune:5, Rune of Void
HardcoreEnderExpansion:ghost_amulet:0, Ghost Amulet (Impure)
HardcoreEnderExpansion:ghost_amulet:1, Ghost Amulet
HardcoreEnderExpansion:arcane_shard, Arcane Shard
HardcoreEnderExpansion:curse_amulet, Curse Amulet
HardcoreEnderExpansion:igneous_rock, Igneous Rock
HardcoreEnderExpansion:infestation_remedy, Infestation Remedy
HardcoreEnderExpansion:spatial_dash_gem, Spatial Dash Gem
HardcoreEnderExpansion:enhanced_brewing_stand, Enhanced Brewing Stand
HardcoreEnderExpansion:adventurers_diary, Adventurer's Diary
HardcoreEnderExpansion:blank_gem, Blank Gem
HardcoreEnderExpansion:biome_compass, Biome Compass
HardcoreEnderExpansion:energy_wand_core, Energy Wand Core
HardcoreEnderExpansion:dry_splinter, Dry Splinter
HardcoreEnderExpansion:enderman_head, item.endermanHead.name
HardcoreEnderExpansion:knowledge_note:0, Knowledge Note
HardcoreEnderExpansion:end_powder, End Powder
HardcoreEnderExpansion:obsidian_fragment, Obsidian Fragment
HardcoreEnderExpansion:obsidian_rod, Obsidian Rod
HardcoreEnderExpansion:bucket_ender_goo, Ender Goo Bucket
HardcoreEnderExpansion:temple_caller, Temple Caller
HardcoreEnderExpansion:potion_of_instability, Potion of Instability
HardcoreEnderExpansion:schorching_pickaxe, Scorching Pickaxe
HardcoreEnderExpansion:endium_ingot, Endium Ingot
HardcoreEnderExpansion:spectral_tear, Spectral Tear
HardcoreEnderExpansion:potion_of_purity, Potion of Purity
HardcoreEnderExpansion:enhanced_ender_pearl, Ender Pearl
HardcoreEnderExpansion:charm_pouch, Charm Pouch
HardcoreEnderExpansion:stardust, Stardust
HardcoreEnderExpansion:charm:0, Charm of Power
HardcoreEnderExpansion:charm:1, Charm of Power
HardcoreEnderExpansion:charm:2, Charm of Power
HardcoreEnderExpansion:charm:3, Charm of Agility
HardcoreEnderExpansion:charm:4, Charm of Agility
HardcoreEnderExpansion:charm:5, Charm of Agility
HardcoreEnderExpansion:charm:6, Charm of Vigor
HardcoreEnderExpansion:charm:7, Charm of Vigor
HardcoreEnderExpansion:charm:8, Charm of Vigor
HardcoreEnderExpansion:charm:9, Charm of Defense
HardcoreEnderExpansion:charm:10, Charm of Defense
HardcoreEnderExpansion:charm:11, Charm of Defense
HardcoreEnderExpansion:charm:12, Charm of Magic
HardcoreEnderExpansion:charm:13, Charm of Magic
HardcoreEnderExpansion:charm:14, Charm of Magic
HardcoreEnderExpansion:charm:18, Charm of Equality
HardcoreEnderExpansion:charm:19, Charm of Blocking
HardcoreEnderExpansion:charm:20, Charm of Blocking
HardcoreEnderExpansion:charm:21, Charm of Blocking
HardcoreEnderExpansion:charm:22, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:23, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:24, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:71, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:72, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:73, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:25, Charm of Digestive Recover
HardcoreEnderExpansion:charm:26, Charm of Digestive Recover
HardcoreEnderExpansion:charm:27, Charm of Digestive Recover
HardcoreEnderExpansion:charm:28, Charm of Life Steal
HardcoreEnderExpansion:charm:29, Charm of Life Steal
HardcoreEnderExpansion:charm:30, Charm of Life Steal
HardcoreEnderExpansion:charm:31, Charm of Damage Redirection
HardcoreEnderExpansion:charm:32, Charm of Damage Redirection
HardcoreEnderExpansion:charm:33, Charm of Damage Redirection
HardcoreEnderExpansion:charm:34, Charm of Damage Redirection
HardcoreEnderExpansion:charm:35, Charm of Damage Redirection
HardcoreEnderExpansion:charm:36, Charm of Damage Redirection
HardcoreEnderExpansion:charm:37, Charm of Magic Penetration
HardcoreEnderExpansion:charm:38, Charm of Magic Penetration
HardcoreEnderExpansion:charm:39, Charm of Magic Penetration
HardcoreEnderExpansion:charm:40, Charm of Magic Penetration
HardcoreEnderExpansion:charm:41, Charm of Magic Penetration
HardcoreEnderExpansion:charm:42, Charm of Magic Penetration
HardcoreEnderExpansion:charm:43, Charm of Magic Penetration
HardcoreEnderExpansion:charm:44, Charm of Witchery Harm
HardcoreEnderExpansion:charm:45, Charm of Witchery Harm
HardcoreEnderExpansion:charm:46, Charm of Witchery Harm
HardcoreEnderExpansion:charm:65, Charm of Witchery Harm
HardcoreEnderExpansion:charm:74, Charm of Magic Defense
HardcoreEnderExpansion:charm:75, Charm of Magic Defense
HardcoreEnderExpansion:charm:76, Charm of Magic Defense
HardcoreEnderExpansion:charm:49, Charm of Falling Protection
HardcoreEnderExpansion:charm:50, Charm of Falling Protection
HardcoreEnderExpansion:charm:51, Charm of Haste
HardcoreEnderExpansion:charm:52, Charm of Haste
HardcoreEnderExpansion:charm:53, Charm of Haste
HardcoreEnderExpansion:charm:54, Charm of Critical Strike
HardcoreEnderExpansion:charm:55, Charm of Critical Strike
HardcoreEnderExpansion:charm:56, Charm of Critical Strike
HardcoreEnderExpansion:charm:57, Charm of Critical Strike
HardcoreEnderExpansion:charm:58, Charm of Critical Strike
HardcoreEnderExpansion:charm:59, Charm of Critical Strike
HardcoreEnderExpansion:charm:60, Charm of Second Durability
HardcoreEnderExpansion:charm:61, Charm of Second Durability
HardcoreEnderExpansion:charm:62, Charm of Second Durability
HardcoreEnderExpansion:charm:63, Charm of Second Durability
HardcoreEnderExpansion:charm:64, Charm of Second Durability
HardcoreEnderExpansion:charm:17, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:66, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:67, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:68, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:69, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:70, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:77, Charm of Last Resort
HardcoreEnderExpansion:charm:78, Charm of Last Resort
HardcoreEnderExpansion:charm:79, Charm of Last Resort
HardcoreEnderExpansion:transference_gem, Transference Gem
HardcoreEnderExpansion:instability_orb, Instability Orb
HardcoreEnderExpansion:spawn_eggs:0, Spawn Angry Enderman
HardcoreEnderExpansion:spawn_eggs:1, Spawn Baby Enderman
HardcoreEnderExpansion:spawn_eggs:2, Spawn Ender Guardian
HardcoreEnderExpansion:spawn_eggs:3, Spawn Vampire Bat
HardcoreEnderExpansion:spawn_eggs:4, Spawn Infested Bat
HardcoreEnderExpansion:spawn_eggs:5, Spawn Fire Golem
HardcoreEnderExpansion:spawn_eggs:6, Spawn Scorching Lens
HardcoreEnderExpansion:spawn_eggs:7, Spawn Ender Eye
HardcoreEnderExpansion:spawn_eggs:8, Spawn Fire Fiend
HardcoreEnderExpansion:spawn_eggs:9, Spawn Ender Demon
HardcoreEnderExpansion:spawn_eggs:10, Spawn Paralyzed Enderman
HardcoreEnderExpansion:spawn_eggs:11, Spawn Louse
HardcoreEnderExpansion:spawn_eggs:12, Spawn Haunted Miner
HardcoreEnderExpansion:spawn_eggs:13, Spawn Homeland Enderman
HardcoreEnderExpansion:spawn_eggs:14, Spawn Endermage
HardcoreEnderExpansion:curse:0, Curse of Teleportation
HardcoreEnderExpansion:curse:256, Curse of Teleportation
HardcoreEnderExpansion:curse:1, Curse of Confusion
HardcoreEnderExpansion:curse:257, Curse of Confusion
HardcoreEnderExpansion:curse:2, Curse of Tranquility
HardcoreEnderExpansion:curse:258, Curse of Tranquility
HardcoreEnderExpansion:curse:3, Curse of Slowness
HardcoreEnderExpansion:curse:259, Curse of Slowness
HardcoreEnderExpansion:curse:4, Curse of Weakness
HardcoreEnderExpansion:curse:260, Curse of Weakness
HardcoreEnderExpansion:curse:5, Curse of Blindness
HardcoreEnderExpansion:curse:261, Curse of Blindness
HardcoreEnderExpansion:curse:6, Curse of Death
HardcoreEnderExpansion:curse:262, Curse of Death
HardcoreEnderExpansion:curse:7, Curse of Decay
HardcoreEnderExpansion:curse:263, Curse of Decay
HardcoreEnderExpansion:curse:8, Curse of Vampire
HardcoreEnderExpansion:curse:264, Curse of Vampire
HardcoreEnderExpansion:curse:9, Curse of Rebound
HardcoreEnderExpansion:curse:265, Curse of Rebound
HardcoreEnderExpansion:curse:10, Curse of Loss
HardcoreEnderExpansion:curse:266, Curse of Loss
HardcoreEnderExpansion:auricion, Auricion
HardcoreEnderExpansion:endoplasm, Ectoplasm
HardcoreEnderExpansion:living_matter, Living Matter
